objectid,accessioned,accessionnum,locationid,title,displaydate_x,beginyear,visualbrowserclassification_x,endyear,visualbrowsertimespan,medium,dimensions,inscription,markings,attributioninverted,attribution,provenancetext,creditline,classification_x,subclassification,parentid,isvirtual,departmentabbr,portfolio,series,volume,watermarks,lastdetectedmodification,wikidataid,iiifurl,imageurl
30281,1,1944.2.52-60,,Les Fleurs du Mal,1890,1890,portfolio,1890,1876 to 1900,portfolio with 9 lithographs,,,,"Redon, Odilon",Odilon Redon,,Rosenwald Collection,Portfolio,Print,,0,CG-E,(see separate records for numbers 52-60),(see separate records for numbers 52-60),,,2023-05-10 13:28:58.583-04,,https://api.nga.gov/iiif/b2cc95fb-8980-4982-ae1b-a38d21ad6bf6,"https://api.nga.gov/iiif/b2cc95fb-8980-4982-ae1b-a38d21ad6bf6/full/!800,800/0/default.jpg"
30281,1,1944.2.52-60,,Les Fleurs du Mal,1890,1890,portfolio,1890,1876 to 1900,portfolio with 9 lithographs,,,,"Redon, Odilon",Odilon Redon,,Rosenwald Collection,Portfolio,Print,,0,CG-E,(see separate records for numbers 52-60),(see separate records for numbers 52-60),,,2023-05-10 13:28:58.583-04,,https://api.nga.gov/iiif/028e5f6f-48c6-4534-87e0-f2d4c3e06986,"https://api.nga.gov/iiif/028e5f6f-48c6-4534-87e0-f2d4c3e06986/full/!800,800/0/default.jpg"
30281,1,1944.2.52-60,,Les Fleurs du Mal,1890,1890,portfolio,1890,1876 to 1900,portfolio with 9 lithographs,,,,"Redon, Odilon",Odilon Redon,,Rosenwald Collection,Portfolio,Print,,0,CG-E,(see separate records for numbers 52-60),(see separate records for numbers 52-60),,,2023-05-10 13:28:58.583-04,,https://api.nga.gov/iiif/b2cc95fb-8980-4982-ae1b-a38d21ad6bf6,"https://api.nga.gov/iiif/b2cc95fb-8980-4982-ae1b-a38d21ad6bf6/full/!800,800/0/default.jpg"
147757,1,2008.115.4472,,Untitled (Experiment—Wet Aquatint),1890,1890,print,1890,1876 to 1900,aquatint in black,"plate: 9.37 × 7.14 cm (3 11/16 × 2 13/16 in.)
sheet: 23.8 × 18.4 cm (9 3/8 × 7 1/4 in.)","lower right in plate: JDS [artist's monogram] / 90; lower right in graphite: James D. Smilie, 1890",,"Smillie, James David",James David Smillie,,"Reba and Dave Williams Collection, Gift of Reba and Dave Williams",Print,,,0,CG-W,,,,,2023-05-10 13:28:58.583-04,Q76457107,https://api.nga.gov/iiif/b6084dcc-ce7c-4fdc-85d2-9b2e9c1bea88,"https://api.nga.gov/iiif/b6084dcc-ce7c-4fdc-85d2-9b2e9c1bea88/full/!800,800/0/default.jpg"
71035,1,1989.28.6,,The Fitting,1890-1891,1890,print,1891,1876 to 1900,color drypoint and aquatint on laid paper,"plate: 37.6 x 25.7 cm (14 13/16 x 10 1/8 in.)
sheet: 43.5 x 29.8 cm (17 1/8 x 11 3/4 in.)",lower left in graphite: M.C; lower right in graphite by unknown hand: II,stamped lower center: MC [the artist's monogram],"Cassatt, Mary",Mary Cassatt,,Gift of Mrs. Lessing J. Rosenwald,Print,,,0,CG-W,,,,,2023-05-10 13:28:58.583-04,Q74882460,https://api.nga.gov/iiif/4d52640d-7ea8-4ddb-84c2-3c4a0d237613,"https://api.nga.gov/iiif/4d52640d-7ea8-4ddb-84c2-3c4a0d237613/full/!800,800/0/default.jpg"
160827,1,2013.31.10,,Woods [Bosco],c.1895,1890,print,1900,1876 to 1900,etching,"sheet: 24.5 × 21 cm (9 5/8 × 8 1/4 in.)
plate: 13.5 × 10 cm (5 5/16 × 3 15/16 in.)","by later hand, verso upper right, in graphite: M. Bianchi / ""BOSCO""/ MEZZETTI 121 / P. D.5; by later hand, verso lower right, in graphite: E. CAA",,"Bianchi, Mosè",Mosè Bianchi,"(La Portantina, Milan); purchased 2013 by NGA.",The Ahmanson Foundation,Print,,,0,CG-E,,,,F.,2023-05-10 13:28:58.583-04,Q76561622,https://api.nga.gov/iiif/09b15587-8206-4e65-9371-c131645f7635,"https://api.nga.gov/iiif/09b15587-8206-4e65-9371-c131645f7635/full/!800,800/0/default.jpg"
11182,1,1943.3.8685,,The Winged Hat,1890,1890,print,1890,1876 to 1900,lithograph in black on laid paper,"image: 17.9 × 17.4 cm (7 1/16 × 6 7/8 in.)
sheet: 30.9 × 20.8 cm (12 3/16 × 8 3/16 in.)",,,"Whistler, James McNeill",James McNeill Whistler,"Lessing Julius Rosenwald [1891-1971], Philadelphia, (Lugt 1760b); gift to National Gallery of Art, 1943.",Rosenwald Collection,Print,,,0,CG-W,,,,,2023-05-10 13:28:58.583-04,Q65022104,https://api.nga.gov/iiif/ea4cdebb-bbdb-4405-b7b9-d0429bd4b84b,"https://api.nga.gov/iiif/ea4cdebb-bbdb-4405-b7b9-d0429bd4b84b/full/!800,800/0/default.jpg"
176249,1,2015.19.3494,,The Tyresmith,1890,1890,print,1890,1876 to 1900,lithograph in black on wove paper,"image (irregular): 16.83 × 17.5 cm (6 5/8 × 6 7/8 in.)
sheet: 28.58 × 22.23 cm (11 1/4 × 8 3/4 in.)",left center on stone: [the artist's butterfly]; lower left margin in graphite by unknown hand: Whistler; upper left verso in graphite by unknown hand: [undeciphered] O / 5.00; lower left verso in graphite by unknown hand: APG15972,"printed upper right in black ink: Presented with The Whirlwind, Nov. 15, 1890.","Whistler, James McNeill",James McNeill Whistler,"(C. and J. Goodfriend Drawings and Prints, New York); Bud and Fran Moreland Johns, San Francisco, California, 2000; Corcoran Gallery of Art, Washington, DC, 2013; acquired 2015 by the National Gallery of Art",Corcoran Collection (Gift of Bud and Fran Moreland Johns),Print,,,0,CG-W,,,,,2023-05-10 13:28:58.583-04,Q77010507,https://api.nga.gov/iiif/5f21d98c-21ea-4089-970b-4684a34e7d1d,"https://api.nga.gov/iiif/5f21d98c-21ea-4089-970b-4684a34e7d1d/full/!800,800/0/default.jpg"
144998,1,2008.115.2355,,Untitled (Farmer's Daughter),1890,1890,print,1890,1876 to 1900,etching,"image: 522 x 346 mm (not including remarque)
sheet:  645 x 492 mm
plate:   575 x 390 mm","Inscribed: Copyright 1890 by C. Klackner, NY upper left; 204/8826 in graphite and blue ink stamp, lower left corner; 15 1/4 x 22 1/4 in blue ballpoint ink, lower right corner; signed: C.X. Harris in graphite, lower right; C.R. GRANT in graphite, lower left; C.R. Grant in plate, lower right",,"Harris, Charles X.",Charles X. Harris,,"Reba and Dave Williams Collection, Gift of Reba and Dave Williams",Print,,,0,CG-W,,,,,2009-07-30 00:00:00-04,Q76441360,https://api.nga.gov/iiif/f8caadea-0516-4101-995b-b7ddc7d6e41a,"https://api.nga.gov/iiif/f8caadea-0516-4101-995b-b7ddc7d6e41a/full/!800,800/0/default.jpg"
106828,1,2008.139.9,,"Advertisement for ""La Revue Blanche"" in ""L'Image""",1890s,1890,print,1899,1876 to 1900,woodcut in green and red on recto; photomechanical reproductions in black on verso,sheet: 29.6 x 21.7 cm (11 5/8 x 8 9/16 in.),,,"Various Artists, Henri de Toulouse-Lautrec, Félix Vallotton","Various Artists, Henri de Toulouse-Lautrec, Félix Vallotton",,Virginia and Ira Jackson Collection,Print,,,0,CG-E,,,,,2023-05-09 17:01:03.48-04,,,
43176,1,1954.12.228,,Buried City,,1890,print,2009,1876 to 1900,color engraving,,,,"Cyril, Ruth",Ruth Cyril,,Rosenwald Collection,Print,,,0,CG-W,,,,,2023-05-09 17:01:03.48-04,Q65366246,,
145207,1,2008.115.4247,,George Henry Smillie (1840-1921),c. 1890,1890,print,1890,1876 to 1900,photogravure,"plate:  263 x 149 mm
image:  215 x 124 mm
sheet:  347 x 275 mm","Inscribed: ""Geo. H. Smillie"" on plate, lower center; ""N.Y. PHOTOGRAVURE CO."" printed, lower right; Signed: ""SARONY PHOTO."" printed, lower left",,"Sarony, Napoleon",Napoleon Sarony,,"Reba and Dave Williams Collection, Gift of Reba and Dave Williams",Print,,,0,CG-W,,,,,2009-07-30 00:00:00-04,Q76441699,https://api.nga.gov/iiif/0429fe45-90aa-450b-a0b6-6ab9c9f779a0,"https://api.nga.gov/iiif/0429fe45-90aa-450b-a0b6-6ab9c9f779a0/full/!800,800/0/default.jpg"
215494,1,2018.136.1,,Portrait of a Bearded Gentleman,probably c. 1890,1890,sculpture,1890,1876 to 1900,marble,,"lower right, the FL in monogram: FLAN",,"Flanagan, John F.",John F. Flanagan,"(Sale, Weschler's, Washington, D.C., 29 November 1994, no. 655); J. Russell Sale, Baltimore; gift 2018 to NGA.","Gift of John Russell Sale, former Curator of Education, and his family",Sculpture,Relief,,0,CSD,,,,,2018-10-29 22:12:33.223-04,Q63864108,https://api.nga.gov/iiif/7b959116-aa92-4b52-b962-665c36e6cc06,"https://api.nga.gov/iiif/7b959116-aa92-4b52-b962-665c36e6cc06/full/!800,800/0/default.jpg"
66457,1,1985.64.59,8787,"Woman Seated, Wiping Her Left Hip",1890s/1911,1890,sculpture,1911,1876 to 1900,"pigmented beeswax, shredded fabric, metal lid, wood, rope, cork, on wooden base","overall without base: 43.5 x 53.34 x 30.8 cm (17 1/8 x 21 x 12 1/8 in.)
height (of figure): 42.3 cm (16 5/8 in.)",on wax near right foot: Degas,,"Degas, Edgar",Edgar Degas,"The artist [1834-1917]; his heirs;[1] Adrien-Aurélien Hébrard [1865-1937], Paris;[2] his daughter, Nelly Hébrard [1904-1985], Paris;[3] consigned 1955 to (M. Knoedler & Company, Inc., New York); purchased May 1956 by Paul Mellon, Upperville, Virginia; gift 1985 to NGA.

[1] The artist's heirs were René De Gas, his last surviving brother, who lived in Paris, and the four (of seven) surviving children of his sister Marguerite, who had died in Argentina in 1895.  (His other deceased sister Thérèse left no descendants.) Marguerite's children were: Jeanne Fevre, unmarried and acting on both her own behalf and as the representative of her sister, Madeleine Marie Pauline Fevre, a Carmelite nun; Henri Jean Auguste Marie Fevre, an industrialist who lived in Marseille; and Gabriel Edgar Eugène Fevre, an agent in Montevideo, Uruguay.  See Anne Pingeot and Frank Horvat, _Degas sculptures_, Paris, 1991, and Anne Pingeot, ""The casting of Degas' sculptures: Completing the story,"" _Apollo_ (August 1995): 60-63.



[2] On 13 May 1918 a contract was signed between the artist's heirs and the Hébrard foundry authorizing the reproduction of Degas' sculptures in bronze.  Of the approximately 150 statuettes found in the artist's studio after his death, 74 figures were ultimately cast in bronze.  The contract stipulated that two complete sets were to be cast, one for the heirs and one for the foundry, and authorized a limit of twenty casts of each figure to be offered for sale.  The casting process took at least thirteen years, from 1919 to 1932, and according to the contract, the original figures became the property of the foundry.  See Sara Campbell, ""Degas' bronzes: Introduction,"" _Apollo_ (August 1995): 6-10.



[3] The article by Anne Pingeot referenced in note 1 provides details of the role of Hébrard's daughter in the history of the foundry, and its work in casting the bronzes.



",Collection of Mr. and Mrs. Paul Mellon,Sculpture,Statuette,,0,CSD,,,,,2023-05-09 17:01:03.48-04,Q63860798,https://api.nga.gov/iiif/3f89f417-05f0-4a15-88d3-f48a4111e75a,"https://api.nga.gov/iiif/3f89f417-05f0-4a15-88d3-f48a4111e75a/full/!800,800/0/default.jpg"
110304,1,1999.80.5,9255,Dancer Looking at the Sole of Her Right Foot,c. 1890s,1890,sculpture,1899,1876 to 1900,"pigmented beeswax, metal armature, cork, on wooden base","overall without base: 45.7 x 26 x 18.2 cm (18 x 10 1/4 x 7 3/16 in.)
height (of figure): 43.7 cm (17 3/16 in.)",on wax near left foot: Degas,,"Degas, Edgar",Edgar Degas,"The artist [1834-1917]; his heirs;[1] Adrien-Aurélien Hébrard [1865-1937], Paris;[2] his daughter, Nelly Hébrard [1904-1985], Paris;[3] consigned 1955 to (M. Knoedler & Company, Inc., New York); purchased May 1956 by Paul Mellon, Upperville, Virginia; bequest 1999 to NGA.

[1] The artist's heirs were René De Gas, his last surviving brother, who lived in Paris, and the four (of seven) surviving children of his sister Marguerite, who had died in Argentina in 1895.  (His other deceased sister Thérèse left no descendants.) Marguerite's children were: Jeanne Fevre, unmarried and acting on both her own behalf and as the representative of her sister, Madeleine Marie Pauline Fevre, a Carmelite nun; Henri Jean Auguste Marie Fevre, an industrialist who lived in Marseille; and Gabriel Edgar Eugène Fevre, an agent in Montevideo, Uruguay.  See Anne Pingeot and Frank Horvat, _Degas sculptures_, Paris, 1991, and Anne Pingeot, ""The casting of Degas' sculptures: Completing the story,"" _Apollo_ (August 1995): 60-63.



[2] On 13 May 1918 a contract was signed between the artist's heirs and the Hébrard foundry authorizing the reproduction of Degas' sculptures in bronze.  Of the approximately 150 statuettes found in the artist's studio after his death, 74 figures were ultimately cast in bronze.  The contract stipulated that two complete sets were to be cast, one for the heirs and one for the foundry, and authorized a limit of twenty casts of each figure to be offered for sale.  The casting process took at least thirteen years, from 1919 to 1932, and according to the contract, the original figures became the property of the foundry.  See Sara Campbell, ""Degas' bronzes: Introduction,"" _Apollo_ (August 1995): 6-10.



[3] The article by Anne Pingeot referenced in note 1 provides details of the role of Hébrard's daughter in the history of the foundry, and its work in casting the bronzes.



",Collection of Mr. and Mrs. Paul Mellon,Sculpture,Statuette,,0,CSD,,,,,2023-05-09 17:01:03.48-04,Q63861740,https://api.nga.gov/iiif/8e17f358-3961-475b-9ae9-5e3af661faa3,"https://api.nga.gov/iiif/8e17f358-3961-475b-9ae9-5e3af661faa3/full/!800,800/0/default.jpg"
110309,1,1999.80.20,9249,Woman Washing Her Left Leg,c. 1890s,1890,sculpture,1899,1876 to 1900,"pigmented beeswax, metal armature, on wooden base",overall without base: 14.7 x 11.4 x 13.5 cm (5 13/16 x 4 1/2 x 5 5/16 in.),,,"Degas, Edgar",Edgar Degas,"The artist [1834-1917]; his heirs;[1] Adrien-Aurélien Hébrard [1865-1937], Paris;[2] his daughter, Nelly Hébrard [1904-1985], Paris;[3] consigned 1955 to (M. Knoedler & Company, Inc., New York); purchased May 1956 by Paul Mellon, Upperville, Virginia; bequest 1999 to NGA.

[1] The artist's heirs were René De Gas, his last surviving brother, who lived in Paris, and the four (of seven) surviving children of his sister Marguerite, who had died in Argentina in 1895.  (His other deceased sister Thérèse left no descendants.) Marguerite's children were: Jeanne Fevre, unmarried and acting on both her own behalf and as the representative of her sister, Madeleine Marie Pauline Fevre, a Carmelite nun; Henri Jean Auguste Marie Fevre, an industrialist who lived in Marseille; and Gabriel Edgar Eugène Fevre, an agent in Montevideo, Uruguay.  See Anne Pingeot and Frank Horvat, _Degas sculptures_, Paris, 1991, and Anne Pingeot, ""The casting of Degas' sculptures: Completing the story,"" _Apollo_ (August 1995): 60-63.



[2] On 13 May 1918 a contract was signed between the artist's heirs and the Hébrard foundry authorizing the reproduction of Degas' sculptures in bronze.  Of the approximately 150 statuettes found in the artist's studio after his death, 74 figures were ultimately cast in bronze.  The contract stipulated that two complete sets were to be cast, one for the heirs and one for the foundry, and authorized a limit of twenty casts of each figure to be offered for sale.  The casting process took at least thirteen years, from 1919 to 1932, and according to the contract, the original figures became the property of the foundry.  See Sara Campbell, ""Degas' bronzes: Introduction,"" _Apollo_ (August 1995): 6-10.



[3] The article by Anne Pingeot referenced in note 1 provides details of the role of Hébrard's daughter in the history of the foundry, and its work in casting the bronzes.



",Collection of Mr. and Mrs. Paul Mellon,Sculpture,Statuette,,0,CSD,,,,,2023-05-09 17:01:03.48-04,Q63861745,https://api.nga.gov/iiif/c98a3454-e745-45c4-9f56-dde02bc57974,"https://api.nga.gov/iiif/c98a3454-e745-45c4-9f56-dde02bc57974/full/!800,800/0/default.jpg"
215494,1,2018.136.1,,Portrait of a Bearded Gentleman,probably c. 1890,1890,sculpture,1890,1876 to 1900,marble,,"lower right, the FL in monogram: FLAN",,"Flanagan, John F.",John F. Flanagan,"(Sale, Weschler's, Washington, D.C., 29 November 1994, no. 655); J. Russell Sale, Baltimore; gift 2018 to NGA.","Gift of John Russell Sale, former Curator of Education, and his family",Sculpture,Relief,,0,CSD,,,,,2018-10-29 22:12:33.223-04,Q63864108,https://api.nga.gov/iiif/7b959116-aa92-4b52-b962-665c36e6cc06,"https://api.nga.gov/iiif/7b959116-aa92-4b52-b962-665c36e6cc06/full/!800,800/0/default.jpg"
66457,1,1985.64.59,8787,"Woman Seated, Wiping Her Left Hip",1890s/1911,1890,sculpture,1911,1876 to 1900,"pigmented beeswax, shredded fabric, metal lid, wood, rope, cork, on wooden base","overall without base: 43.5 x 53.34 x 30.8 cm (17 1/8 x 21 x 12 1/8 in.)
height (of figure): 42.3 cm (16 5/8 in.)",on wax near right foot: Degas,,"Degas, Edgar",Edgar Degas,"The artist [1834-1917]; his heirs;[1] Adrien-Aurélien Hébrard [1865-1937], Paris;[2] his daughter, Nelly Hébrard [1904-1985], Paris;[3] consigned 1955 to (M. Knoedler & Company, Inc., New York); purchased May 1956 by Paul Mellon, Upperville, Virginia; gift 1985 to NGA.

[1] The artist's heirs were René De Gas, his last surviving brother, who lived in Paris, and the four (of seven) surviving children of his sister Marguerite, who had died in Argentina in 1895.  (His other deceased sister Thérèse left no descendants.) Marguerite's children were: Jeanne Fevre, unmarried and acting on both her own behalf and as the representative of her sister, Madeleine Marie Pauline Fevre, a Carmelite nun; Henri Jean Auguste Marie Fevre, an industrialist who lived in Marseille; and Gabriel Edgar Eugène Fevre, an agent in Montevideo, Uruguay.  See Anne Pingeot and Frank Horvat, _Degas sculptures_, Paris, 1991, and Anne Pingeot, ""The casting of Degas' sculptures: Completing the story,"" _Apollo_ (August 1995): 60-63.



[2] On 13 May 1918 a contract was signed between the artist's heirs and the Hébrard foundry authorizing the reproduction of Degas' sculptures in bronze.  Of the approximately 150 statuettes found in the artist's studio after his death, 74 figures were ultimately cast in bronze.  The contract stipulated that two complete sets were to be cast, one for the heirs and one for the foundry, and authorized a limit of twenty casts of each figure to be offered for sale.  The casting process took at least thirteen years, from 1919 to 1932, and according to the contract, the original figures became the property of the foundry.  See Sara Campbell, ""Degas' bronzes: Introduction,"" _Apollo_ (August 1995): 6-10.



[3] The article by Anne Pingeot referenced in note 1 provides details of the role of Hébrard's daughter in the history of the foundry, and its work in casting the bronzes.



",Collection of Mr. and Mrs. Paul Mellon,Sculpture,Statuette,,0,CSD,,,,,2023-05-09 17:01:03.48-04,Q63860798,https://api.nga.gov/iiif/3f89f417-05f0-4a15-88d3-f48a4111e75a,"https://api.nga.gov/iiif/3f89f417-05f0-4a15-88d3-f48a4111e75a/full/!800,800/0/default.jpg"
110309,1,1999.80.20,9249,Woman Washing Her Left Leg,c. 1890s,1890,sculpture,1899,1876 to 1900,"pigmented beeswax, metal armature, on wooden base",overall without base: 14.7 x 11.4 x 13.5 cm (5 13/16 x 4 1/2 x 5 5/16 in.),,,"Degas, Edgar",Edgar Degas,"The artist [1834-1917]; his heirs;[1] Adrien-Aurélien Hébrard [1865-1937], Paris;[2] his daughter, Nelly Hébrard [1904-1985], Paris;[3] consigned 1955 to (M. Knoedler & Company, Inc., New York); purchased May 1956 by Paul Mellon, Upperville, Virginia; bequest 1999 to NGA.

[1] The artist's heirs were René De Gas, his last surviving brother, who lived in Paris, and the four (of seven) surviving children of his sister Marguerite, who had died in Argentina in 1895.  (His other deceased sister Thérèse left no descendants.) Marguerite's children were: Jeanne Fevre, unmarried and acting on both her own behalf and as the representative of her sister, Madeleine Marie Pauline Fevre, a Carmelite nun; Henri Jean Auguste Marie Fevre, an industrialist who lived in Marseille; and Gabriel Edgar Eugène Fevre, an agent in Montevideo, Uruguay.  See Anne Pingeot and Frank Horvat, _Degas sculptures_, Paris, 1991, and Anne Pingeot, ""The casting of Degas' sculptures: Completing the story,"" _Apollo_ (August 1995): 60-63.



[2] On 13 May 1918 a contract was signed between the artist's heirs and the Hébrard foundry authorizing the reproduction of Degas' sculptures in bronze.  Of the approximately 150 statuettes found in the artist's studio after his death, 74 figures were ultimately cast in bronze.  The contract stipulated that two complete sets were to be cast, one for the heirs and one for the foundry, and authorized a limit of twenty casts of each figure to be offered for sale.  The casting process took at least thirteen years, from 1919 to 1932, and according to the contract, the original figures became the property of the foundry.  See Sara Campbell, ""Degas' bronzes: Introduction,"" _Apollo_ (August 1995): 6-10.



[3] The article by Anne Pingeot referenced in note 1 provides details of the role of Hébrard's daughter in the history of the foundry, and its work in casting the bronzes.



",Collection of Mr. and Mrs. Paul Mellon,Sculpture,Statuette,,0,CSD,,,,,2023-05-09 17:01:03.48-04,Q63861745,https://api.nga.gov/iiif/c85cbcc2-e50a-4a55-ac51-00f5078caac8,"https://api.nga.gov/iiif/c85cbcc2-e50a-4a55-ac51-00f5078caac8/full/!800,800/0/default.jpg"
110312,1,1999.79.40,9249,"Head Resting on One Hand, Bust",1890s,1890,sculpture,1899,1876 to 1900,"plaster, on wooden base",overall without base: 12.4 x 18 x 16.3 cm (4 7/8 x 7 1/16 x 6 7/16 in.),,,"Degas, Edgar",Edgar Degas,"The artist [1834-1917]; his heirs;[1] Adrien-Aurélien Hébrard [1865-1937], Paris;[2] his daughter, Nelly Hébrard [1904-1985], Paris;[3] consigned 1955 to (M. Knoedler & Company, Inc., New York); purchased May 1956 by Paul Mellon, Upperville, Virginia; bequest 1999 to NGA.

[1] The artist's heirs were René De Gas, his last surviving brother, who lived in Paris, and the four (of seven) surviving children of his sister Marguerite, who had died in Argentina in 1895.  (His other deceased sister Thérèse left no descendants.) Marguerite's children were: Jeanne Fevre, unmarried and acting on both her own behalf and as the representative of her sister, Madeleine Marie Pauline Fevre, a Carmelite nun; Henri Jean Auguste Marie Fevre, an industrialist who lived in Marseille; and Gabriel Edgar Eugène Fevre, an agent in Montevideo, Uruguay.  See Anne Pingeot and Frank Horvat, _Degas sculptures_, Paris, 1991, and Anne Pingeot, ""The casting of Degas' sculptures: Completing the story,"" _Apollo_ (August 1995): 60-63.



[2] On 13 May 1918 a contract was signed between the artist's heirs and the Hébrard foundry authorizing the reproduction of Degas' sculptures in bronze.  Of the approximately 150 statuettes found in the artist's studio after his death, 74 figures were ultimately cast in bronze.  The contract stipulated that two complete sets were to be cast, one for the heirs and one for the foundry, and authorized a limit of twenty casts of each figure to be offered for sale.  The casting process took at least thirteen years, from 1919 to 1932, and according to the contract, the original figures became the property of the foundry.  See Sara Campbell, ""Degas' bronzes: Introduction,"" _Apollo_ (August 1995): 6-10.



[3] The article by Anne Pingeot referenced in note 1 provides details of the role of Hébrard's daughter in the history of the foundry, and its work in casting the bronzes.



",Collection of Mr. and Mrs. Paul Mellon,Sculpture,Bust,,0,CSD,,,,,2023-05-09 17:01:03.48-04,Q63861748,,
110304,1,1999.80.5,9255,Dancer Looking at the Sole of Her Right Foot,c. 1890s,1890,sculpture,1899,1876 to 1900,"pigmented beeswax, metal armature, cork, on wooden base","overall without base: 45.7 x 26 x 18.2 cm (18 x 10 1/4 x 7 3/16 in.)
height (of figure): 43.7 cm (17 3/16 in.)",on wax near left foot: Degas,,"Degas, Edgar",Edgar Degas,"The artist [1834-1917]; his heirs;[1] Adrien-Aurélien Hébrard [1865-1937], Paris;[2] his daughter, Nelly Hébrard [1904-1985], Paris;[3] consigned 1955 to (M. Knoedler & Company, Inc., New York); purchased May 1956 by Paul Mellon, Upperville, Virginia; bequest 1999 to NGA.

[1] The artist's heirs were René De Gas, his last surviving brother, who lived in Paris, and the four (of seven) surviving children of his sister Marguerite, who had died in Argentina in 1895.  (His other deceased sister Thérèse left no descendants.) Marguerite's children were: Jeanne Fevre, unmarried and acting on both her own behalf and as the representative of her sister, Madeleine Marie Pauline Fevre, a Carmelite nun; Henri Jean Auguste Marie Fevre, an industrialist who lived in Marseille; and Gabriel Edgar Eugène Fevre, an agent in Montevideo, Uruguay.  See Anne Pingeot and Frank Horvat, _Degas sculptures_, Paris, 1991, and Anne Pingeot, ""The casting of Degas' sculptures: Completing the story,"" _Apollo_ (August 1995): 60-63.



[2] On 13 May 1918 a contract was signed between the artist's heirs and the Hébrard foundry authorizing the reproduction of Degas' sculptures in bronze.  Of the approximately 150 statuettes found in the artist's studio after his death, 74 figures were ultimately cast in bronze.  The contract stipulated that two complete sets were to be cast, one for the heirs and one for the foundry, and authorized a limit of twenty casts of each figure to be offered for sale.  The casting process took at least thirteen years, from 1919 to 1932, and according to the contract, the original figures became the property of the foundry.  See Sara Campbell, ""Degas' bronzes: Introduction,"" _Apollo_ (August 1995): 6-10.



[3] The article by Anne Pingeot referenced in note 1 provides details of the role of Hébrard's daughter in the history of the foundry, and its work in casting the bronzes.



",Collection of Mr. and Mrs. Paul Mellon,Sculpture,Statuette,,0,CSD,,,,,2023-05-09 17:01:03.48-04,Q63861740,https://api.nga.gov/iiif/7a008584-940c-4aa5-a47c-9d32920828ba,"https://api.nga.gov/iiif/7a008584-940c-4aa5-a47c-9d32920828ba/full/!800,800/0/default.jpg"
92153,1,1995.24.83,,Stencil for a Border Design,1890/1897,1890,technical material,1897,1876 to 1900,oil and graphite on stencil of wove paper,sheet (irregular): 17.2 x 13.3 cm (6 3/4 x 5 1/4 in.),,,"Pearce, Charles Sprague",Charles Sprague Pearce,"Mr. and Mrs. Mark Borghi, Haworth, New Jersey; acquired 1995 by the National Gallery of Art",Gift of Mr. and Mrs. Mark Borghi,Technical Material,,,0,CG-W,Painted Architectural Decoration for the Library of Congress,Painted Architectural Decoration for the Library of Congress,,VIDALON-LES-AN...,2023-05-09 17:01:03.48-04,Q63571238,,
92154,1,1995.24.84,,Stencil for a Border Design,1890/1897,1890,technical material,1897,1876 to 1900,graphite on stencil of wove paper,sheet (irregular): 14.4 × 7.3 cm (5 11/16 × 2 7/8 in.),,,"Pearce, Charles Sprague",Charles Sprague Pearce,"Mr. and Mrs. Mark Borghi, Haworth, New Jersey; acquired 1995 by the National Gallery of Art",Gift of Mr. and Mrs. Mark Borghi,Technical Material,,,0,CG-W,Painted Architectural Decoration for the Library of Congress,Painted Architectural Decoration for the Library of Congress,,,2023-05-09 17:01:03.48-04,Q63571239,,
92150,1,1995.24.80,,Stencil for a Border Design,1890/1897,1890,technical material,1897,1876 to 1900,oil and graphite on stencil of wove paper,sheet (irregular): 15.8 × 13.81 cm (6 1/4 × 5 7/16 in.),lower right in graphite: REST.,,"Pearce, Charles Sprague",Charles Sprague Pearce,"Mr. and Mrs. Mark Borghi, Haworth, New Jersey; acquired 1995 by the National Gallery of Art",Gift of Mr. and Mrs. Mark Borghi,Technical Material,,,0,CG-W,Painted Architectural Decoration for the Library of Congress,Painted Architectural Decoration for the Library of Congress,,,2023-05-09 17:01:03.48-04,Q63571233,,
92151,1,1995.24.81,,Stencil for a Border Design,1890/1897,1890,technical material,1897,1876 to 1900,oil and graphite on stencil of wove paper,sheet (irregular): 18 × 8.1 cm (7 1/16 × 3 3/16 in.),,,"Pearce, Charles Sprague",Charles Sprague Pearce,"Mr. and Mrs. Mark Borghi, Haworth, New Jersey; acquired 1995 by the National Gallery of Art",Gift of Mr. and Mrs. Mark Borghi,Technical Material,,,0,CG-W,Painted Architectural Decoration for the Library of Congress,Painted Architectural Decoration for the Library of Congress,,,2023-05-09 17:01:03.48-04,Q63571235,,
92150,1,1995.24.80,,Stencil for a Border Design,1890/1897,1890,technical material,1897,1876 to 1900,oil and graphite on stencil of wove paper,sheet (irregular): 15.8 × 13.81 cm (6 1/4 × 5 7/16 in.),lower right in graphite: REST.,,"Pearce, Charles Sprague",Charles Sprague Pearce,"Mr. and Mrs. Mark Borghi, Haworth, New Jersey; acquired 1995 by the National Gallery of Art",Gift of Mr. and Mrs. Mark Borghi,Technical Material,,,0,CG-W,Painted Architectural Decoration for the Library of Congress,Painted Architectural Decoration for the Library of Congress,,,2023-05-09 17:01:03.48-04,Q63571233,,
